Iteration;Investment;TP;LeanBuffer;B1;B2;S1;A1;A2;A3;A4;A5;S2;PartsProduced;Throughput;LeadTime;WIP;InvB1;InvB2;InvFastMachine;InvA1;InvA2;InvA3;InvA4;InvA5;InvMultiPurpose;Rank; 
9325;80000;0,789722222222222;11;5;6;1;94;90;90;91;92;1;568,6;0,789722222222222;69317,2336249313;15,2662094406883;0;10000;0;40000;0;0;10000;20000;0;59;
9326;240000;0,891944444444445;12;5;7;2;90;90;90;93;90;2;642,2;0,891944444444445;60463,6732344643;15,0822533433675;0;20000;100000;0;0;0;30000;0;90000;67;
9327;60000;0,777222222222222;10;5;5;1;92;90;91;91;92;1;559,6;0,777222222222222;65867,4706334415;14,2360370832599;0;0;0;20000;0;10000;10000;20000;0;57;
9328;100000;0,828611111111111;13;5;8;1;90;90;90;93;94;1;596,6;0,828611111111111;73939,5869424605;17,132927509894;0;30000;0;0;0;0;30000;40000;0;28;
9329;80000;0,822222222222222;13;5;8;1;91;90;93;90;91;1;592;0,822222222222222;74422,2753208272;17,1067269946407;0;30000;0;10000;0;30000;0;10000;0;28;
9330;290000;0,926666666666667;10;5;5;1;93;94;95;93;95;2;667,2;0,926666666666667;54834,9069853752;14,1826844132003;0;0;0;30000;40000;50000;30000;50000;90000;14;
9331;60000;0,810833333333333;13;6;7;1;90;91;92;90;90;1;583,8;0,810833333333333;76143,4605091148;17,2517070608444;10000;20000;0;0;10000;20000;0;0;0;25;
9332;220000;0,916944444444445;10;5;5;1;92;90;92;94;95;2;660,2;0,916944444444445;51669,5952011426;13,2259993374081;0;0;0;20000;0;20000;40000;50000;90000;21;
9333;170000;0,884444444444444;17;8;9;1;90;90;90;91;90;2;636,8;0,884444444444444;82664,526753098;20,5391306388636;30000;40000;0;0;0;0;10000;0;90000;88;
9334;200000;0,876111111111111;15;5;10;1;92;91;94;94;94;1;630,8;0,876111111111111;76833,9366781479;18,8855790627458;0;50000;0;20000;10000;40000;40000;40000;0;97;
9335;190000;0,8575;15;5;10;1;91;91;95;94;93;1;617,4;0,8575;77828,7550655746;18,7592254173885;0;50000;0;10000;10000;50000;40000;30000;0;101;
9336;80000;0,777222222222222;11;6;5;1;90;90;93;91;93;1;559,6;0,777222222222222;69982,2726846829;15,1457703093753;10000;0;0;0;0;30000;10000;30000;0;86;
9337;50000;0,777777777777778;11;6;5;1;90;93;91;90;90;1;560;0,777777777777778;70538,0033380977;15,2796270598394;10000;0;0;0;30000;10000;0;0;0;63;
9338;300000;0,921111111111111;17;8;9;1;91;90;95;93;95;2;663,2;0,921111111111111;63254,9742697287;16,323209265157;30000;40000;0;10000;0;50000;30000;50000;90000;36;
9339;260000;0,921666666666667;10;5;5;1;90;95;94;95;93;2;663,6;0,921666666666667;54424,3843592968;13,9854354662965;0;0;0;0;50000;40000;50000;30000;90000;18;
9340;90000;0,7925;13;7;6;1;90;90;94;90;92;1;570,6;0,7925;77831,0694742203;17,2049065300959;20000;10000;0;0;0;40000;0;20000;0;79;
9341;230000;0,910277777777778;13;8;5;1;91;90;93;93;94;2;655,4;0,910277777777778;64694,8314161516;16,4349557317942;30000;0;0;10000;0;30000;30000;40000;90000;52;
9342;80000;0,8075;12;5;7;1;93;91;92;90;90;1;581,4;0,8075;72305,9377794388;16,3002609982055;0;20000;0;30000;10000;20000;0;0;0;48;
9343;100000;0,822777777777778;16;8;8;1;92;90;90;91;91;1;592,4;0,822777777777778;87817,7762571464;20,2276736873796;30000;30000;0;20000;0;0;10000;10000;0;61;
9344;70000;0,818055555555556;14;6;8;1;91;90;91;91;90;1;589;0,818055555555556;79549,8310004623;18,1910759429108;10000;30000;0;10000;0;10000;10000;0;0;25;
9345;160000;0,813611111111111;12;5;7;2;90;90;90;93;91;1;585,8;0,813611111111111;66867,3899562636;15,2084973137213;0;20000;100000;0;0;0;30000;10000;0;89;
9346;190000;0,905833333333333;10;5;5;1;90;91;91;95;93;2;652,2;0,905833333333333;54879,1399181868;13,8914000825614;0;0;0;0;10000;10000;50000;30000;90000;34;
9347;180000;0,818333333333333;12;5;7;2;90;90;94;91;91;1;589,2;0,818333333333333;66413,0144160291;15,1319607158807;0;20000;100000;0;0;40000;10000;10000;0;93;
9348;150000;0,756388888888889;10;5;5;2;90;90;92;90;93;1;544,6;0,756388888888889;62143,4423437469;13,0938090488722;0;0;100000;0;0;20000;0;30000;0;125;
9349;120000;0,845833333333333;15;5;10;1;90;93;91;90;93;1;609;0,845833333333333;79857,9475638528;18,9731442630245;0;50000;0;0;30000;10000;0;30000;0;45;
9350;170000;0,884444444444444;17;8;9;1;90;90;90;91;90;2;636,8;0,884444444444444;82664,526753098;20,5391306388636;30000;40000;0;0;0;0;10000;0;90000;88;
9351;150000;0,799722222222222;10;5;5;1;94;90;92;95;94;1;575,8;0,799722222222222;63736,8609190113;14,2017139445066;0;0;0;40000;0;20000;50000;40000;0;94;
9352;160000;0,882777777777778;14;5;9;1;92;90;90;91;90;2;635,6;0,882777777777778;72085,1449797194;17,845261592249;0;40000;0;20000;0;0;10000;0;90000;79;
9353;190000;0,891944444444444;16;7;9;1;90;90;94;90;90;2;642,2;0,891944444444444;75810,4901889989;18,9834159029351;20000;40000;0;0;0;40000;0;0;90000;75;
9354;90000;0,829722222222222;13;5;8;1;93;90;91;91;91;1;597,4;0,829722222222222;74194,5084984195;17,2554537081181;0;30000;0;30000;0;10000;10000;10000;0;16;
9355;70000;0,802777777777778;12;5;7;1;90;92;90;92;91;1;578;0,802777777777778;72236,7729916889;16,215625099204;0;20000;0;0;20000;0;20000;10000;0;51;
9356;60000;0,767777777777778;10;5;5;1;93;90;91;90;92;1;552,8;0,767777777777778;66516,6960406927;14,2263402113756;0;0;0;30000;0;10000;0;20000;0;83;
9357;100000;0,831111111111111;14;5;9;1;94;92;90;90;90;1;598,4;0,831111111111111;78712,047486059;18,3209401837242;0;40000;0;40000;20000;0;0;0;0;38;
9358;160000;0,894722222222222;13;7;6;1;90;90;94;90;90;2;644,2;0,894722222222222;67530,8159842534;16,8764934942277;20000;10000;0;0;0;40000;0;0;90000;45;
9359;200000;0,915833333333333;10;5;5;1;92;90;95;92;92;2;659,4;0,915833333333333;53467,4016848367;13,6590602404617;0;0;0;20000;0;50000;20000;20000;90000;7;
9360;200000;0,909722222222222;10;5;5;1;92;90;94;93;92;2;655;0,909722222222222;54794,1852199102;13,8975895675109;0;0;0;20000;0;40000;30000;20000;90000;30;
9361;190000;0,836388888888889;12;5;7;1;93;90;95;94;95;1;602,2;0,836388888888889;68583,1617945887;16,0373642229948;0;20000;0;30000;0;50000;40000;50000;0;87;
9362;100000;0,79;10;5;5;1;90;91;90;95;94;1;568,8;0,79;64476,7447905731;14,1698595020057;0;0;0;0;10000;0;50000;40000;0;44;
9363;70000;0,803888888888889;12;5;7;1;93;90;91;90;91;1;578,8;0,803888888888889;72437,9228868004;16,2756619283598;0;20000;0;30000;0;10000;0;10000;0;46;
9364;90000;0,789444444444445;10;5;5;1;93;90;92;91;93;1;568,4;0,789444444444445;64636,148282908;14,239975666602;0;0;0;30000;0;20000;10000;30000;0;41;
9365;270000;0,922222222222222;14;5;9;1;90;91;94;95;94;2;664;0,922222222222222;54877,3972871493;14,1284032212821;0;40000;0;0;10000;40000;50000;40000;90000;25;
9366;140000;0,887222222222222;11;6;5;1;92;90;92;90;90;2;638,8;0,887222222222222;61796,3628477066;15,2971654831596;10000;0;0;20000;0;20000;0;0;90000;45;
9367;200000;0,898055555555556;14;5;9;1;92;90;95;90;90;2;646,6;0,898055555555556;69330,7728044024;17,4940739056782;0;40000;0;20000;0;50000;0;0;90000;66;
9368;210000;0,8275;12;5;7;1;95;91;93;95;95;1;595,8;0,8275;69945,9317159331;16,1789134631505;0;20000;0;50000;10000;30000;50000;50000;0;95;
9369;150000;0,896666666666667;11;5;6;1;90;90;90;95;90;2;645,6;0,896666666666667;59261,1324920337;14,8479293484157;0;10000;0;0;0;0;50000;0;90000;23;
9370;220000;0,8675;14;5;9;1;93;92;95;93;95;1;624,6;0,8675;74168,4672910843;18,0085244997503;0;40000;0;30000;20000;50000;30000;50000;0;92;
9371;280000;0,886111111111111;17;8;9;2;90;90;91;90;91;2;638;0,886111111111111;80070,4324040265;19,8956760180394;30000;40000;100000;0;0;10000;0;10000;90000;88;
9372;150000;0,889166666666667;11;5;6;1;91;90;90;92;92;2;640,2;0,889166666666667;60865,1555757209;15,1267672242449;0;10000;0;10000;0;0;20000;20000;90000;54;
9373;70000;0,761111111111111;11;6;5;1;91;91;92;90;92;1;548;0,761111111111111;71457,4098421784;15,1737855861289;10000;0;0;10000;10000;20000;0;20000;0;103;
9374;210000;0,913611111111111;11;6;5;1;91;90;93;93;94;2;657,8;0,913611111111111;56806,1254567275;14,4717318851263;10000;0;0;10000;0;30000;30000;40000;90000;25;
9375;80000;0,8125;16;8;8;1;90;91;90;91;90;1;585;0,8125;88927,446743638;20,1947240577317;30000;30000;0;0;10000;0;10000;0;0;55;
9376;130000;0,888055555555556;12;6;6;1;90;90;90;92;90;2;639,4;0,888055555555556;64963,6848456268;16,1275743357689;10000;10000;0;0;0;0;20000;0;90000;24;
9377;110000;0,82;17;8;9;1;93;90;90;91;90;1;590,4;0,82;92336,1596857738;21,2337445905165;30000;40000;0;30000;0;0;10000;0;0;67;
9378;210000;0,913333333333334;11;6;5;1;91;90;93;94;93;2;657,6;0,913333333333334;57484,0508493229;14,638181933648;10000;0;0;10000;0;30000;40000;30000;90000;26;
9379;90000;0,8075;12;6;6;1;90;91;90;93;93;1;581,4;0,8075;72041,8853375457;16,2301131926891;10000;10000;0;0;10000;0;30000;30000;0;50;
9380;110000;0,822777777777778;13;5;8;1;93;90;90;92;93;1;592,4;0,822777777777778;74555,4381863525;17,1942460080112;0;30000;0;30000;0;0;20000;30000;0;43;
9381;130000;0,793333333333333;10;5;5;1;92;90;95;95;91;1;571,2;0,793333333333333;63904,2453962184;14,1217358383379;0;0;0;20000;0;50000;50000;10000;0;76;
9382;100000;0,826944444444445;14;5;9;1;92;91;92;91;90;1;595,4;0,826944444444445;78231,1059306628;18,1432029304652;0;40000;0;20000;10000;20000;10000;0;0;49;
9383;180000;0,897777777777778;13;5;8;1;91;90;93;91;91;2;646,4;0,897777777777778;64749,0136805868;16,2743286292415;0;30000;0;10000;0;30000;10000;10000;90000;59;
9384;60000;0,8;15;8;7;1;91;90;90;90;90;1;576;0,8;86048,2470821028;19,2395784605849;30000;20000;0;10000;0;0;0;0;0;45;
9385;210000;0,899722222222222;14;5;9;1;92;90;91;95;90;2;647,8;0,899722222222222;70063,8543423957;17,6537497572732;0;40000;0;20000;0;10000;50000;0;90000;64;
9386;90000;0,826944444444445;12;5;7;1;92;90;91;91;93;1;595,4;0,826944444444445;70092,5436928395;16,2148195890526;0;20000;0;20000;0;10000;10000;30000;0;8;
9387;80000;0,831388888888889;14;5;9;1;92;91;91;90;90;1;598,6;0,831388888888889;78590,014051615;18,2872662539462;0;40000;0;20000;10000;10000;0;0;0;15;
9388;70000;0,7975;15;8;7;1;91;90;90;91;90;1;574,2;0,7975;85814,3269162449;19,2341473145095;30000;20000;0;10000;0;0;10000;0;0;68;
9389;110000;0,824722222222222;14;5;9;1;93;90;91;93;90;1;593,8;0,824722222222222;78489,0015275554;18,1699597378493;0;40000;0;30000;0;10000;30000;0;0;57;
9390;170000;0,901388888888889;10;5;5;1;90;91;93;94;90;2;649;0,901388888888889;56073,1810928974;14,1064874106217;0;0;0;0;10000;30000;40000;0;90000;35;
9391;190000;0,908333333333333;10;5;5;1;91;90;95;92;92;2;654;0,908333333333333;54164,5908255789;13,7181282700756;0;0;0;10000;0;50000;20000;20000;90000;22;
9392;60000;0,793888888888889;11;5;6;1;94;90;91;90;90;1;571,6;0,793888888888889;69018,8004727314;15,2939165603705;0;10000;0;40000;0;10000;0;0;0;39;
9393;110000;0,831666666666667;16;8;8;1;90;90;90;91;94;1;598,8;0,831666666666667;86447,8001201606;20,1510574198733;30000;30000;0;0;0;0;10000;40000;0;50;
9394;80000;0,778055555555556;10;5;5;1;93;90;94;91;90;1;560,2;0,778055555555556;65558,8166386437;14,2132693313771;0;0;0;30000;0;40000;10000;0;0;64;
9395;300000;0,923055555555556;13;5;8;1;93;92;94;94;95;2;664,6;0,923055555555556;63768,788253347;16,4714570643313;0;30000;0;30000;20000;40000;40000;50000;90000;29;
9396;170000;0,783055555555556;10;5;5;1;94;92;93;95;93;1;563,8;0,783055555555556;65109,6359399364;14,1828199472152;0;0;0;40000;20000;30000;50000;30000;0;117;
9397;140000;0,812777777777778;13;7;6;1;90;90;94;93;94;1;585,2;0,812777777777778;75374,8927701552;17,098695194457;20000;10000;0;0;0;40000;30000;40000;0;88;
9398;220000;0,909722222222222;10;5;5;1;94;90;92;94;93;2;655;0,909722222222222;55742,2414387943;14,1618041874474;0;0;0;40000;0;20000;40000;30000;90000;48;
9399;190000;0,89;15;5;10;1;90;91;90;91;93;2;640,8;0,89;73498,781367436;18,3627211597381;0;50000;0;0;10000;0;10000;30000;90000;79;
9400;220000;0,913055555555556;10;5;5;1;90;93;94;95;91;2;657,4;0,913055555555556;55065,3556956954;14,0286222205464;0;0;0;0;30000;40000;50000;10000;90000;38;
9401;60000;0,779444444444444;14;9;5;1;90;91;91;90;90;1;561,2;0,779444444444444;84011,7321251172;18,2470905133075;40000;0;0;0;10000;10000;0;0;0;80;
9402;180000;0,7975;10;5;5;2;90;90;94;93;91;1;574,2;0,7975;59145,1664129147;13,1428871450463;0;0;100000;0;0;40000;30000;10000;0;101;
9403;110000;0,809444444444444;12;5;7;1;90;92;95;90;92;1;582,8;0,809444444444444;71198,5926535089;16,115102147366;0;20000;0;0;20000;50000;0;20000;0;48;
9404;90000;0,811111111111111;15;8;7;1;93;90;90;91;90;1;584;0,811111111111111;85139,5618704226;19,3013820722224;30000;20000;0;30000;0;0;10000;0;0;70;
9405;190000;0,900833333333333;12;7;5;1;92;90;94;90;92;2;648,6;0,900833333333333;64024,8946858129;16,1074832259239;20000;0;0;20000;0;40000;0;20000;90000;50;
9406;160000;0,856666666666667;14;5;9;1;90;90;94;93;95;1;616,8;0,856666666666667;73832,8107359676;17,7230141604178;0;40000;0;0;0;40000;30000;50000;0;88;
9407;250000;0,919444444444445;12;7;5;1;91;90;95;95;93;2;662;0,919444444444445;57890,2907895821;14,830583501768;20000;0;0;10000;0;50000;50000;30000;90000;27;
9408;280000;0,924722222222222;11;5;6;1;94;92;93;95;94;2;665,8;0,924722222222222;57708,2183301721;14,9088142765884;0;10000;0;40000;20000;30000;50000;40000;90000;19;
9409;150000;0,773333333333333;10;5;5;2;90;90;90;91;94;1;556,8;0,773333333333333;61095,0837683984;13,150667428758;0;0;100000;0;0;0;10000;40000;0;123;
9410;90000;0,828333333333333;12;5;7;1;91;91;93;91;91;1;596,4;0,828333333333333;70332,72749664;16,2522345247611;0;20000;0;10000;10000;30000;10000;10000;0;7;
9411;100000;0,822777777777778;14;6;8;1;90;91;91;91;93;1;592,4;0,822777777777778;78473,7382309637;18,0835905634081;10000;30000;0;0;10000;10000;10000;30000;0;60;
9412;90000;0,789166666666666;10;5;5;1;91;90;92;95;91;1;568,2;0,789166666666666;64555,3494941386;14,1825695646442;0;0;0;10000;0;20000;50000;10000;0;43;
9413;150000;0,875555555555556;10;5;5;1;95;91;90;90;90;2;630,4;0,875555555555556;59573,4237968657;14,5659324771853;0;0;0;50000;10000;0;0;0;90000;66;
9414;100000;0,776666666666667;10;5;5;1;92;91;94;91;92;1;559,2;0,776666666666667;65452,676040056;14,1702866198353;0;0;0;20000;10000;40000;10000;20000;0;70;
9415;130000;0,831388888888889;13;5;8;1;91;90;92;94;93;1;598,6;0,831388888888889;73570,7986566804;17,0834536862632;0;30000;0;10000;0;20000;40000;30000;0;65;
9416;180000;0,897777777777778;13;5;8;1;91;90;91;91;93;2;646,4;0,897777777777778;65580,1264791428;16,4845239160496;0;30000;0;10000;0;10000;10000;30000;90000;59;
9417;60000;0,747777777777778;13;8;5;1;90;93;90;90;90;1;538,4;0,747777777777778;82801,4661949909;17,2253449851344;30000;0;0;0;30000;0;0;0;0;106;
9418;80000;0,813611111111111;15;7;8;1;90;90;90;90;93;1;585,8;0,813611111111111;84049,7626725321;19,1329235435252;20000;30000;0;0;0;0;0;30000;0;52;
9419;240000;0,918333333333333;14;9;5;1;90;90;94;95;92;2;661,2;0,918333333333333;65712,370555608;16,8053757601428;40000;0;0;0;0;40000;50000;20000;90000;32;
9420;100000;0,831111111111111;13;5;8;1;90;92;91;92;92;1;598,4;0,831111111111111;73573,5693821968;17,1338702121846;0;30000;0;0;20000;10000;20000;20000;0;25;
9421;60000;0,762222222222222;10;5;5;1;91;94;91;90;90;1;548,8;0,762222222222222;67049,9904472437;14,2449007566325;0;0;0;10000;40000;10000;0;0;0;95;
9422;180000;0,898611111111111;10;5;5;1;91;91;95;91;91;2;647;0,898611111111111;56092,7029422144;14,0830841979351;0;0;0;10000;10000;50000;10000;10000;90000;51;
9423;150000;0,801111111111111;10;5;5;1;93;91;93;94;94;1;576,8;0,801111111111111;63474,2855677149;14,1833935944459;0;0;0;30000;10000;30000;40000;40000;0;90;
9424;200000;0,907777777777777;12;5;7;1;90;90;94;94;91;2;653,6;0,907777777777777;58585,5948706761;14,8657826253745;0;20000;0;0;0;40000;40000;10000;90000;42;
9425;250000;0,919444444444445;12;7;5;1;91;90;95;95;93;2;662;0,919444444444445;57890,2907895821;14,830583501768;20000;0;0;10000;0;50000;50000;30000;90000;27;
9426;190000;0,812777777777778;10;5;5;1;93;91;95;95;95;1;585,2;0,812777777777778;62648,1617460401;14,1601604776492;0;0;0;30000;10000;50000;50000;50000;0;81;
9427;200000;0,907777777777778;10;5;5;1;90;92;92;94;93;2;653,6;0,907777777777778;55020,5357023049;13,9367877574884;0;0;0;0;20000;20000;40000;30000;90000;38;
9428;190000;0,903611111111111;11;5;6;1;91;91;94;91;92;2;650,6;0,903611111111111;58765,5753389405;14,8409881442359;0;10000;0;10000;10000;40000;10000;20000;90000;43;
9429;210000;0,908888888888889;11;5;6;1;91;91;94;93;92;2;654,4;0,908888888888889;56595,774961962;14,3776889715536;0;10000;0;10000;10000;40000;30000;20000;90000;38;
9430;80000;0,793888888888889;11;5;6;1;91;90;95;91;90;1;571,6;0,793888888888889;68072,6732684162;15,1339548493876;0;10000;0;10000;0;50000;10000;0;0;52;
9431;170000;0,897222222222222;10;5;5;1;90;93;92;91;92;2;646;0,897222222222222;57182,4644578875;14,3095315800462;0;0;0;0;30000;20000;10000;20000;90000;49;
9432;150000;0,795555555555556;10;5;5;1;95;90;93;93;94;1;572,8;0,795555555555556;64179,1353018002;14,201773344428;0;0;0;50000;0;30000;30000;40000;0;101;
9433;170000;0,900555555555556;11;6;5;1;91;90;94;90;92;2;648,4;0,900555555555556;59968,1678508387;15,0602001669576;10000;0;0;10000;0;40000;0;20000;90000;39;
9434;200000;0,836388888888889;12;5;7;1;94;90;95;95;94;1;602,2;0,836388888888889;68810,488110433;16,0723398901694;0;20000;0;40000;0;50000;50000;40000;0;88;
9435;130000;0,801111111111111;10;5;5;1;92;90;93;95;93;1;576,8;0,801111111111111;63547,1345723738;14,172034859169;0;0;0;20000;0;30000;50000;30000;0;64;
9436;240000;0,921111111111111;13;7;6;1;90;90;94;95;93;2;663,2;0,921111111111111;58832,4079689425;15,0988469242124;20000;10000;0;0;0;40000;50000;30000;90000;19;
9437;190000;0,897777777777778;14;5;9;1;91;90;90;94;91;2;646,4;0,897777777777778;68685,1965224901;17,2944937501515;0;40000;0;10000;0;0;40000;10000;90000;63;
9438;80000;0,783333333333333;11;5;6;1;92;90;95;90;90;1;564;0,783333333333333;69628,6952706985;15,2229022614276;0;10000;0;20000;0;50000;0;0;0;70;
9439;170000;0,899722222222222;12;5;7;1;90;90;91;92;93;2;647,8;0,899722222222222;60949,7890695702;15,328260945088;0;20000;0;0;0;10000;20000;30000;90000;42;
9440;100000;0,830277777777778;18;9;9;1;90;90;90;91;91;1;597,8;0,830277777777778;94871,1834236964;22,0891329303877;40000;40000;0;0;0;0;10000;10000;0;54;
9441;180000;0,819444444444445;17;9;8;2;90;90;90;91;90;1;590;0,819444444444445;88288,9160791982;20,217626980301;40000;30000;100000;0;0;0;10000;0;0;114;
9442;80000;0,84;15;6;9;1;91;91;90;90;91;1;604,8;0,84;81621,181148763;19,1999583960444;10000;40000;0;10000;10000;0;0;10000;0;11;
9443;120000;0,784166666666667;10;5;5;1;93;90;92;94;93;1;564,6;0,784166666666667;64915,1561812805;14,1755240966295;0;0;0;30000;0;20000;40000;30000;0;78;
9444;100000;0,835555555555556;17;8;9;1;90;90;90;92;91;1;601,6;0,835555555555556;90177,8024986966;21,1107085985042;30000;40000;0;0;0;0;20000;10000;0;39;
9445;250000;0,922222222222222;12;7;5;1;90;90;95;94;95;2;664;0,922222222222222;55281,1914007179;14,1939616013734;20000;0;0;0;0;50000;40000;50000;90000;18;
9446;160000;0,886388888888889;14;5;9;1;90;91;91;90;91;2;638,2;0,886388888888889;70693,6242980585;17,5685867752924;0;40000;0;0;10000;10000;0;10000;90000;74;
9447;160000;0,885833333333333;12;5;7;1;93;90;90;91;91;2;637,8;0,885833333333333;65152,476260313;16,1413853686023;0;20000;0;30000;0;0;10000;10000;90000;66;
9448;210000;0,912222222222222;10;5;5;1;93;90;91;94;94;2;656,8;0,912222222222222;55199,7256178232;14,0391312871402;0;0;0;30000;0;10000;40000;40000;90000;27;
9449;120000;0,7725;11;6;5;2;90;90;90;90;91;1;556,2;0,7725;65844,4652231151;14,1860327823531;10000;0;100000;0;0;0;0;10000;0;94;
9450;250000;0,911111111111111;10;5;5;1;94;92;93;93;94;2;656;0,911111111111111;56509,8593605331;14,3659223922354;0;0;0;40000;20000;30000;30000;40000;90000;50;
9451;170000;0,895833333333334;13;6;7;1;90;90;90;95;90;2;645;0,895833333333334;66986,8776742739;16,7986579987782;10000;20000;0;0;0;0;50000;0;90000;57;
9452;160000;0,894722222222222;11;5;6;1;92;90;90;92;92;2;644,2;0,894722222222222;60300,8212208351;15,0916287754853;0;10000;0;20000;0;0;20000;20000;90000;44;
9453;60000;0,782222222222222;14;8;6;1;90;92;90;90;90;1;563,2;0,782222222222222;83750,5443169654;18,2591299580953;30000;10000;0;0;20000;0;0;0;0;71;
9454;210000;0,912777777777777;12;7;5;1;90;90;95;93;92;2;657,2;0,912777777777777;60160,2306304155;15,3125028184432;20000;0;0;0;0;50000;30000;20000;90000;30;
9455;140000;0,846666666666667;13;5;8;1;90;92;94;91;94;1;609,6;0,846666666666667;72123,4550990387;17,0856828110411;0;30000;0;0;20000;40000;10000;40000;0;76;
9456;70000;0,771944444444444;12;7;5;1;90;90;92;90;93;1;555,8;0,771944444444444;74947,0500990338;16,1257146534441;20000;0;0;0;0;20000;0;30000;0;94;
9457;110000;0,796944444444445;10;5;5;1;90;91;94;92;94;1;573,8;0,796944444444445;63551,8092077303;14,1219172473831;0;0;0;0;10000;40000;20000;40000;0;44;
9458;160000;0,895833333333333;10;5;5;1;92;90;90;93;92;2;645;0,895833333333333;56928,0512328297;14,2309967077882;0;0;0;20000;0;0;30000;20000;90000;38;
9459;100000;0,814722222222222;17;8;9;1;93;90;90;90;90;1;586,6;0,814722222222222;92744,8569374565;21,1613597212233;30000;40000;0;30000;0;0;0;0;0;75;
9460;190000;0,813333333333333;10;5;5;1;93;92;95;94;95;1;585,6;0,813333333333333;62745,6573865592;14,1905126389462;0;0;0;30000;20000;50000;40000;50000;0;80;
9461;210000;0,903055555555556;14;5;9;1;90;90;92;95;91;2;650,2;0,903055555555556;63389,5065263464;16,0702785252325;0;40000;0;0;0;20000;50000;10000;90000;58;
9462;180000;0,881944444444445;14;5;9;1;93;92;90;90;90;2;635;0,881944444444445;73607,0445127964;18,1970693933641;0;40000;0;30000;20000;0;0;0;90000;88;
9463;230000;0,914166666666667;13;5;8;1;90;90;94;95;92;2;658,2;0,914166666666667;56322,7873127473;14,4198696739839;0;30000;0;0;0;40000;50000;20000;90000;45;
9464;170000;0,900555555555556;12;7;5;1;90;90;94;91;91;2;648,4;0,900555555555556;63003,2534403584;15,8279161288444;20000;0;0;0;0;40000;10000;10000;90000;40;
9465;180000;0,824166666666667;12;5;7;1;91;91;95;94;95;1;593,4;0,824166666666667;69747,2383672844;16,0641414984368;0;20000;0;10000;10000;50000;40000;50000;0;91;
9466;200000;0,903611111111111;10;5;5;1;90;94;92;94;91;2;650,6;0,903611111111111;56504,1744979186;14,2353136964678;0;0;0;0;40000;20000;40000;10000;90000;47;
9467;80000;0,820833333333333;16;7;9;1;90;90;90;92;90;1;591;0,820833333333333;86741,7383785555;19,9968374109964;20000;40000;0;0;0;0;20000;0;0;41;
9468;260000;0,920277777777778;11;5;6;1;93;91;93;95;94;2;662,6;0,920277777777778;56827,1123425654;14,6051968813301;0;10000;0;30000;10000;30000;50000;40000;90000;26;
9469;90000;0,830833333333333;15;6;9;1;90;93;90;90;91;1;598,2;0,830833333333333;82565,4825091561;19,234872445126;10000;40000;0;0;30000;0;0;10000;0;33;
9470;190000;0,905555555555555;10;5;5;1;92;91;93;93;91;2;652;0,905555555555555;55869,9375518186;14,1217517298802;0;0;0;20000;10000;30000;30000;10000;90000;36;
9471;160000;0,894444444444444;13;6;7;1;90;90;91;91;92;2;644;0,894444444444444;65567,2826310097;16,4100308942444;10000;20000;0;0;0;10000;10000;20000;90000;46;
9472;120000;0,849444444444444;14;5;9;1;91;92;94;91;90;1;611,6;0,849444444444444;76325,5842333104;18,1325093385977;0;40000;0;10000;20000;40000;10000;0;0;39;
9473;250000;0,920277777777778;10;5;5;1;92;92;94;93;95;2;662,6;0,920277777777778;54609,6526551181;14,0176324272933;0;0;0;20000;20000;40000;30000;50000;90000;22;
9474;130000;0,809166666666667;11;5;6;1;90;90;94;94;94;1;582,6;0,809166666666667;66824,2809175884;15,0965786014559;0;10000;0;0;0;40000;40000;40000;0;70;
9475;200000;0,806944444444445;10;5;5;1;95;91;95;95;94;1;581;0,806944444444445;63055,1563364455;14,1891844906105;0;0;0;50000;10000;50000;50000;40000;0;90;
9476;290000;0,917222222222222;10;5;5;1;94;94;93;95;94;2;660,4;0,917222222222222;55758,499626412;14,2753921577903;0;0;0;40000;40000;30000;50000;40000;90000;40;
9477;170000;0,841388888888889;12;5;7;1;94;91;94;93;93;1;605,8;0,841388888888889;69051,2633871756;16,2437657551304;0;20000;0;40000;10000;40000;30000;30000;0;83;
9478;100000;0,825833333333334;12;5;7;1;92;90;91;95;90;1;594,6;0,825833333333334;70102,8966614254;16,1969964423781;0;20000;0;20000;0;10000;50000;0;0;13;
9479;80000;0,820833333333333;16;7;9;1;90;90;90;92;90;1;591;0,820833333333333;86741,7383785555;19,9968374109964;20000;40000;0;0;0;0;20000;0;0;41;
9480;300000;0,9225;15;5;10;1;93;91;94;94;94;2;664,2;0,9225;67181,3444091388;17,4100982281949;0;50000;0;30000;10000;40000;40000;40000;90000;32;
9481;160000;0,883888888888889;12;5;7;1;94;90;90;91;90;2;636,4;0,883888888888889;65763,7309046132;16,2665678998518;0;20000;0;40000;0;0;10000;0;90000;68;
9482;70000;0,803055555555556;10;5;5;1;90;90;92;95;90;1;578,2;0,803055555555556;63404,5144318945;14,19801262682;0;0;0;0;0;20000;50000;0;0;4;
9483;160000;0,898611111111111;12;7;5;1;90;90;90;95;90;2;647;0,898611111111111;63318,3265128868;15,8752738457155;20000;0;0;0;0;0;50000;0;90000;30;
9484;120000;0,833888888888889;15;5;10;1;90;90;90;94;93;1;600,4;0,833888888888889;80636,6028137195;18,891837786163;0;50000;0;0;0;0;40000;30000;0;54;
